Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(kmpl),Engine(CC),Power(bhp),Car_Age(Years),Price(in Lakhs),Brand,Model
Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Petrol,Manual,Third,5,16.47,1198.0,73.9,15,2.44,Volkswagen,Polo Petrol
Maruti Ciaz VXi Plus,Mumbai,2015,41000,Petrol,Manual,First,5,20.73,1373.0,91.1,10,5.85,Maruti,Ciaz VXi
Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,5,17.21,1197.0,103.5,10,7.4,Volkswagen,Polo GT
Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,First,5,24.4,1120.0,71.0,9,3.8,Hyundai,Xcent 1.1
Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,5,13.5,1799.0,130.0,17,3.8,Honda,Civic 2006-2010
Honda City ZX GXi,Kolkata,2008,69000,Petrol,Manual,First,5,17.7,1497.0,78.0,17,2.7,Honda,City ZX
Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,7,15.96,2523.0,62.1,9,7.21,Mahindra,Bolero ZLX
Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,5,17.4,1497.0,117.3,9,7.9,Honda,City i
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,5,25.4,1186.0,73.97,8,4.2,Hyundai,Xcent 1.2
Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,Diesel,Manual,First,5,19.01,1461.0,108.45,11,5.75,Renault,Duster 110PS
Maruti A-Star AT VXI,Hyderabad,2013,56500,Petrol,Automatic,First,5,16.98,998.0,66.1,12,3.45,Maruti,A-Star AT
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,5,17.11,1968.0,174.33,11,25.75,Audi,A4 2.0
Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,Diesel,Manual,First,7,16.0,2179.0,140.0,7,16.59,Mahindra,XUV500 W8
Renault Pulse Petrol RxZ,Coimbatore,2014,31897,Petrol,Manual,First,5,18.06,1198.0,74.96,11,4.69,Renault,Pulse Petrol
BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,5,13.2,1995.0,170.0,16,7.5,BMW,3 Series
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,7,13.68,2393.0,147.8,9,16.5,Toyota,Innova Crysta
Honda City 1.5 S MT,Kolkata,2009,31423,Petrol,Manual,First,5,17.0,1497.0,118.0,16,1.99,Honda,City 1.5
Maruti Swift VDI,Chennai,2014,75180,Diesel,Manual,First,5,22.9,1248.0,74.0,11,5.25,Maruti,Swift VDI
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,Diesel,Manual,Second,5,19.64,1461.0,108.45,12,5.4,Renault,Duster 110PS
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,15000,Petrol,Manual,First,5,16.47,1198.0,74.0,11,3.9,Volkswagen,Polo 1.2
Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,5,17.19,1197.0,81.86,10,5.8,Hyundai,i20 Active
BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,32000,Diesel,Automatic,First,5,18.12,1995.0,190.0,11,30.5,BMW,5 Series
Maruti Swift Dzire LDI,Hyderabad,2017,44504,Diesel,Manual,First,5,23.4,1248.0,74.0,8,5.6,Maruti,Swift Dzire
Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,66000,Diesel,Automatic,First,5,0.0,2987.0,165.0,13,23.0,Mercedes-Benz,M-Class ML
Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,5,28.4,1248.0,74.0,10,5.15,Maruti,Swift LDI
Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,5,19.08,1582.0,126.2,8,9.48,Hyundai,Verna 1.6
Tata Nano XTA,Bangalore,2016,17800,Petrol,Automatic,Second,4,21.9,624.0,37.48,9,2.38,Tata,Nano XTA
Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,5,17.5,1298.0,85.8,16,3.8,Maruti,Swift Dzire
Hyundai i20 Asta Option 1.2,Delhi,2015,45000,Petrol,Manual,Second,5,18.6,1197.0,81.83,10,5.5,Hyundai,i20 Asta
Hyundai i20 1.2 Sportz,Hyderabad,2010,85155,Petrol,Manual,First,5,17.0,1197.0,80.0,15,3.55,Hyundai,i20 1.2
Maruti Ciaz ZXi,Mumbai,2015,48823,Petrol,Manual,First,5,20.73,1373.0,91.1,10,6.35,Maruti,Ciaz ZXi
Land Rover Range Rover 2.2L Prestige,Delhi,2015,37000,Diesel,Automatic,First,5,12.7,2179.0,187.7,10,36.0,Land,Rover Range
Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,5,16.1,1405.0,70.0,20,1.1,Tata,Indigo LX
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,5,17.57,1193.0,88.7,11,3.7,Tata,Zest Revotron
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,24569,Diesel,Manual,First,7,16.0,1997.0,140.0,9,13.5,Mahindra,XUV500 W10
Honda Accord 2.4 AT,Mumbai,2008,95000,Petrol,Automatic,Third,5,11.7,2354.0,177.6,17,2.85,Honda,Accord 2.4
Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,4,25.4,624.0,37.5,10,2.13,Tata,Nano Twist
Hyundai Elantra CRDi S,Ahmedabad,2015,65000,Diesel,Manual,First,5,22.7,1582.0,126.2,10,7.75,Hyundai,Elantra CRDi
Tata Indica V2 eLS,Chennai,2017,100400,Diesel,Manual,First,5,25.0,1396.0,69.0,8,2.85,Tata,Indica V2
Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,5,25.8,1498.0,98.6,11,4.95,Honda,Amaze S
Mahindra XUV500 W8 2WD,Kochi,2012,82103,Diesel,Manual,First,7,15.1,2179.0,140.0,13,6.2,Mahindra,XUV500 W8
BMW X3 xDrive 20d Expedition,Pune,2013,98000,Diesel,Automatic,First,5,18.56,1995.0,190.0,12,17.5,BMW,X3 xDrive
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,5,18.9,1197.0,81.86,15,2.25,Hyundai,Grand i10
Maruti Baleno Zeta 1.2,Delhi,2017,10300,Petrol,Manual,First,5,21.4,1197.0,83.1,8,6.75,Maruti,Baleno Zeta
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42024,Diesel,Automatic,First,5,19.08,1582.0,126.2,9,9.73,Hyundai,Verna 1.6
Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,7,25.47,1248.0,88.5,7,8.49,Maruti,Ertiga VDI
Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,4,13.6,1598.0,181.0,12,25.0,Mini,Cooper S
Maruti Ritz ZDi,Coimbatore,2015,42894,Diesel,Manual,First,5,23.2,1248.0,73.94,10,5.59,Maruti,Ritz ZDi
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,5,15.6,1896.0,106.0,14,4.8,Skoda,Laura L
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,5,22.7,1498.0,89.84,11,5.45,Ford,Ecosport 1.5
Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,Petrol,Manual,First,5,18.6,1197.0,81.83,8,6.5,Hyundai,i20 2015-2017
Honda Brio E MT,Chennai,2015,16000,Petrol,Manual,First,5,19.4,1198.0,86.8,10,4.35,Honda,Brio E
Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,5,25.8,1498.0,98.6,12,3.75,Honda,Amaze S
BMW 5 Series 2003-2012 520d,Pune,2010,170000,Diesel,Automatic,Third,5,18.48,1995.0,177.0,15,12.0,BMW,5 Series
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,7,12.07,2967.0,241.4,11,32.0,Audi,Q7 3.0
Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Diesel,Manual,Second,5,24.0,1120.0,70.0,10,4.0,Hyundai,Grand i10
Nissan Micra Diesel XV,Kolkata,2011,39010,Diesel,Manual,First,5,23.08,1461.0,63.1,14,2.6,Nissan,Micra Diesel
Hyundai Grand i10 Sportz,Jaipur,2016,26946,Petrol,Manual,First,5,18.9,1197.0,82.0,9,4.45,Hyundai,Grand i10
Hyundai EON Era,Pune,2015,28700,Petrol,Manual,First,5,21.1,814.0,55.2,10,2.6,Hyundai,EON Era
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,5,11.74,1796.0,186.0,14,16.0,Mercedes-Benz,New C-Class
Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,Diesel,Automatic,First,5,12.7,2179.0,187.7,11,32.5,Land,Rover Range
Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,Diesel,Automatic,First,7,11.18,2696.0,184.0,9,13.85,Mahindra,Ssangyong Rexton
Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,Petrol,Manual,First,5,20.73,1373.0,91.1,7,8.76,Maruti,Ciaz 1.4
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,Petrol,Automatic,First,7,11.8,3498.0,272.0,11,23.68,Mercedes-Benz,R-Class R350
Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,5,22.0,1197.0,81.8,8,5.5,Maruti,Dzire AMT
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Diesel,Automatic,Second,5,11.49,4367.0,335.3,12,65.81,Land,Rover Range
Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,5,19.01,1461.0,108.45,12,4.99,Renault,Duster 110PS
Hyundai Verna 1.6 SX,Chennai,2013,85350,Diesel,Manual,Second,5,22.32,1582.0,126.32,12,5.7,Hyundai,Verna 1.6
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,5,14.28,1798.0,138.03,9,11.99,Toyota,Corolla Altis
BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,5,21.76,1995.0,190.0,9,29.99,BMW,3 Series
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,Petrol,Manual,First,5,18.88,1499.0,110.4,7,9.5,Ford,EcoSport 1.5
Maruti Swift VDI BSIV,Hyderabad,2014,108000,Diesel,Manual,First,5,25.2,1248.0,74.0,11,5.5,Maruti,Swift VDI
Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,Diesel,Automatic,First,7,11.72,2199.0,194.3,9,23.0,Hyundai,Santa Fe
Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,5,17.2,1396.0,53.5,12,2.95,Tata,Indica V2
Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,Diesel,Manual,First,5,24.0,1120.0,70.0,10,4.9,Hyundai,Grand i10
Hyundai Santro Xing XL,Chennai,2006,85000,Petrol,Manual,Third,5,0.0,1086.0,0.0,19,1.3,Hyundai,Santro Xing
Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,5,22.5,998.0,67.0,9,4.25,Maruti,Wagon R
Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,7,16.0,2179.0,140.0,7,16.36,Mahindra,XUV500 W10
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,5,16.55,1968.0,147.51,16,9.95,Audi,A4 2.0
Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,5,20.54,1598.0,103.6,13,5.5,Volkswagen,Vento Diesel
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,5,24.3,1248.0,88.5,9,8.25,Maruti,Vitara Brezza
Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,5,17.3,993.0,60.0,23,0.95,Maruti,Zen LX
Hyundai i10 Era,Kochi,2016,34952,Petrol,Manual,First,5,19.81,1086.0,68.05,9,4.01,Hyundai,i10 Era
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,5,17.5,1199.0,88.7,6,8.2,Honda,WR-V Edge
Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,5,25.1,1498.0,98.6,11,6.2,Honda,City i
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,Diesel,Automatic,First,7,11.5,2982.0,169.0,13,16.75,Toyota,Fortuner 4x2
Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,Diesel,Automatic,First,7,16.0,2179.0,140.0,8,16.5,Mahindra,XUV500 AT
Ford Endeavour XLT TDCi 4X4,Mumbai,2007,116000,Diesel,Manual,Third,7,10.9,2499.0,0.0,18,3.75,Ford,Endeavour XLT
Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,5,20.0,1399.0,68.05,13,3.5,Ford,Figo Diesel
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,5,19.0,1199.0,88.7,8,5.43,Honda,Jazz 1.2
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,7,10.91,3198.0,197.0,8,30.35,Ford,Endeavour 3.2
Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,5,17.97,1498.0,99.6,11,7.99,Nissan,Sunny XL
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,5,18.7,1896.0,66.0,14,3.59,Skoda,Octavia Ambiente
Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,5,25.44,936.0,57.6,13,1.9,Chevrolet,Beat Diesel
Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,5,12.1,2362.0,164.7,16,4.7,Toyota,Camry W2
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,5,19.01,1461.0,108.45,13,7.25,Renault,Duster 110PS
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,5,17.9,2143.0,136.0,9,24.46,Mercedes-Benz,GLA Class
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,5,17.57,1193.0,88.7,11,3.9,Tata,Zest Revotron
Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,5,18.5,1197.0,80.0,12,5.15,Hyundai,i20 1.2
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,5,21.5,1197.0,81.8,10,3.65,Maruti,Wagon R
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,5,25.4,1186.0,73.97,9,5.0,Hyundai,Xcent 1.2
Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,5,17.0,1497.0,118.0,16,2.3,Honda,City 1.5
Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,5,13.2,1495.0,94.0,24,0.75,Hyundai,Accent GLE
Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,5,13.9,1599.0,103.2,16,1.85,Hyundai,Verna Xi
Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,5,15.6,1196.0,70.0,15,1.8,Ford,Figo Petrol
Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,5,25.8,1498.0,98.6,11,4.41,Honda,Amaze S
Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,5,18.9,998.0,67.1,19,2.0,Maruti,Wagon R
Maruti Swift VDI BSIV,Hyderabad,2014,81609,Diesel,Manual,First,5,17.8,1248.0,0.0,11,5.55,Maruti,Swift VDI
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,5,13.0,2987.0,258.0,11,31.75,Mercedes-Benz,E-Class Facelift
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,5,17.68,1968.0,174.33,10,32.0,Audi,A6 2011-2015
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,5,13.5,2987.0,282.0,15,21.0,Mercedes-Benz,S Class
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,5,19.3,1248.0,73.9,15,2.75,Maruti,Swift Dzire
Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,5,13.4,1794.0,125.0,20,2.64,Toyota,Corolla H2
Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,7,15.4,2179.0,120.0,7,14.19,Mahindra,Scorpio S10
Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,5,22.5,998.0,67.04,8,3.85,Maruti,Wagon R
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,7,13.0,2982.0,168.5,11,15.5,Toyota,Fortuner 4x2
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,5,18.2,1061.0,64.0,15,1.9,Maruti,Zen Estilo
Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,4,25.4,624.0,37.48,11,1.26,Tata,Nano CX
Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,5,18.5,1197.0,80.0,16,2.4,Hyundai,i20 Magna
BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,5,22.69,1995.0,190.0,15,11.5,BMW,3 Series
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,7,16.0,2179.0,140.0,11,8.25,Mahindra,XUV500 W6
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,5,15.8,1598.0,105.0,14,2.75,Volkswagen,Vento IPL
Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,5,17.5,1198.0,70.0,16,1.4,Skoda,Fabia 1.2
Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,4,25.4,624.0,37.5,10,2.9,Tata,Nano Twist
Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,5,20.0,1399.0,68.0,14,2.4,Ford,Figo Diesel
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,5,14.8,1598.0,105.0,12,4.75,Volkswagen,Vento IPL
Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,5,12.7,2179.0,187.7,7,44.76,Land,Rover Range
Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,5,26.0,1498.0,98.6,10,6.22,Honda,City i
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,5,22.5,999.0,67.0,7,4.5,Renault,KWID Climber
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,5,18.9,1197.0,82.0,10,4.25,Hyundai,Grand i10
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,4,18.1,1991.0,147.9,14,5.5,Chevrolet,Cruze LTZ
Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,5,22.54,1396.0,88.73,8,6.95,Hyundai,i20 1.4
Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,5,24.07,998.0,67.1,7,4.56,Maruti,Alto K10
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,5,20.5,1582.0,126.2,9,13.82,Hyundai,Creta 1.6
Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,5,18.0,1198.0,86.7,9,5.65,Honda,Amaze VX
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,5,21.19,1396.0,88.73,9,6.2,Hyundai,i20 Active
Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,5,23.1,998.0,67.04,11,3.25,Maruti,Celerio VXI
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,5,16.55,1968.0,147.51,16,8.5,Audi,A4 2.0
Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,5,24.8,1396.0,88.7,9,7.25,Hyundai,Verna 1.4
Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,5,21.8,1461.0,78.0,12,4.61,Renault,Fluence Diesel
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,5,16.2,1199.0,74.0,9,5.3,Volkswagen,Polo 1.2
Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,5,17.0,1405.0,70.0,13,1.9,Tata,Indigo LX
Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,5,20.36,1197.0,78.9,13,3.09,Hyundai,i10 Sportz
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,5,16.46,2993.0,258.0,18,9.5,BMW,7 Series
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,5,17.01,1582.0,126.2,10,12.65,Hyundai,Creta 1.6
Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,5,18.9,1197.0,82.0,9,4.25,Hyundai,Grand i10
Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,5,21.1,1248.0,73.9,14,2.95,Maruti,Ritz VDi
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,8,10.5,2179.0,120.0,19,3.45,Mahindra,Scorpio 2.6
Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,5,19.81,1086.0,68.05,14,3.3,Hyundai,i10 Era
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,7,14.0,2179.0,138.1,11,8.0,Tata,Safari Storme
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,5,13.5,1799.0,130.0,16,2.71,Honda,Civic 2006-2010
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,5,18.2,998.0,67.1,13,2.7,Maruti,Zen Estilo
Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,5,23.4,1248.0,74.0,13,4.5,Maruti,Swift Dzire
Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,7,13.0,2982.0,168.5,10,18.75,Toyota,Fortuner 4x2
Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,5,28.4,1248.0,74.0,11,5.25,Maruti,Swift VDI
Maruti Wagon R Duo LX BSIII,Hyderabad,2012,72389,LPG,Manual,First,5,26.2,998.0,58.2,13,3.2,Maruti,Wagon R
Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,5,28.4,1248.0,73.75,8,6.0,Maruti,Dzire LDI
Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,5,18.9,1197.0,82.0,11,3.14,Hyundai,Grand i10
Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,5,25.17,799.0,53.3,9,2.55,Renault,KWID RXL
Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,5,15.64,1193.0,64.08,13,2.3,Tata,Indigo CS
Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,5,20.0,1399.0,68.05,11,5.65,Ford,Figo Diesel
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,5,15.15,2967.0,240.0,10,48.22,Porsche,Cayenne 2009-2014
Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,5,24.07,998.0,67.1,9,3.0,Maruti,Alto K10
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,5,20.34,1498.0,103.2,10,7.5,Volkswagen,Vento 1.5
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,8,10.5,2179.0,120.0,20,2.6,Mahindra,Scorpio 2.6
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,5,18.56,1995.0,190.0,7,61.25,BMW,X3 xDrive
Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,5,17.0,1497.0,118.0,16,3.5,Honda,City 1.5
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,4,17.44,1998.0,189.08,9,28.95,Mini,Cooper 3
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,6,13.5,2477.0,175.56,10,15.0,Mitsubishi,Pajero Sport
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,5,19.3,1248.0,73.9,13,4.25,Maruti,Swift Dzire
Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,4,8.6,5998.0,552.0,19,59.0,Bentley,Continental Flying
Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,7,20.77,1248.0,88.76,12,6.6,Maruti,Ertiga VDI
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,7,12.8,2494.0,102.0,18,5.2,Toyota,Innova 2.5
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,5,11.7,1796.0,178.0,15,10.0,Mercedes-Benz,New C-Class
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,5,14.84,2143.0,167.62,9,35.0,Mercedes-Benz,New C-Class
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,5,22.7,1498.0,89.84,8,8.75,Ford,Ecosport 1.5
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,5,17.71,1197.0,78.9,10,4.57,Toyota,Etios Liva
Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,5,20.36,1197.0,78.9,13,2.5,Hyundai,i10 Magna
Hyundai Santro LP - Euro II,Chennai,2005,105000,Petrol,Manual,First,5,0.0,999.0,0.0,20,1.75,Hyundai,Santro LP
Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,5,12.39,2179.0,147.51,11,20.11,Land,Rover Freelander
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,8,12.8,2494.0,102.0,14,7.8,Toyota,Innova 2.5
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,5,18.5,1197.0,80.0,14,3.61,Hyundai,i20 1.2
Hyundai Santro Xing XO eRLX Euro II,Pune,2007,72000,Petrol,Manual,Second,5,17.0,1086.0,0.0,18,1.11,Hyundai,Santro Xing
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,5,19.15,1198.0,75.94,10,4.6,Nissan,Micra XV
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,5,15.87,2993.0,308.43,10,85.0,BMW,X6 xDrive
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,5,16.8,1497.0,118.0,10,5.25,Honda,City 1.5
Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,5,25.8,1498.0,98.6,12,3.3,Honda,Amaze E
